Region,documentid,stanzaid,stage,ZA,HJ,ZC,GM,HX,LX,JN,XS,ZZ
guangdong,gd_meeting1,gd_mt1_st1,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st2,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st3,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st4,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st5,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st6,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st7,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st8,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st9,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st10,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st11,stage1,1,0,0,0,0,1,0,0,1
guangdong,gd_meeting1,gd_mt1_st12,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st13,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st14,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st15,stage1,0,0,0,0,0,0,1,1,1
guangdong,gd_meeting1,gd_mt1_st16,stage1,0,1,1,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st17,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st18,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st19,stage1,0,0,0,0,0,0,1,1,1
guangdong,gd_meeting1,gd_mt1_st20,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st21,stage1,0,0,1,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st22,stage1,0,0,0,0,0,1,0,0,1
guangdong,gd_meeting1,gd_mt1_st23,stage1,0,0,0,0,0,1,1,1,0
guangdong,gd_meeting1,gd_mt1_st24,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st25,stage1,0,1,0,1,0,0,0,0,1
guangdong,gd_meeting1,gd_mt1_st26,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st27,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st28,stage1,0,0,0,0,0,1,1,1,0
guangdong,gd_meeting1,gd_mt1_st29,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st30,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st31,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st32,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st33,stage1,0,1,1,1,0,0,0,1,0
guangdong,gd_meeting1,gd_mt1_st34,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st35,stage1,0,1,0,1,0,0,1,0,0
guangdong,gd_meeting1,gd_mt1_st36,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st37,stage1,0,0,0,0,0,1,0,1,0
guangdong,gd_meeting1,gd_mt1_st38,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st39,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st40,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st41,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st42,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st43,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st44,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting1,gd_mt1_st45,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st46,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting1,gd_mt1_st47,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st48,stage1,0,1,0,0,1,0,1,0,0
guangdong,gd_meeting1,gd_mt1_st49,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st50,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st51,stage1,1,1,0,1,0,0,0,0,1
guangdong,gd_meeting1,gd_mt1_st52,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st53,stage1,0,0,0,0,0,0,0,1,1
guangdong,gd_meeting1,gd_mt1_st54,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st55,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st56,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st57,stage1,1,0,1,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st58,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st59,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st60,stage1,0,1,0,1,0,1,0,1,0
guangdong,gd_meeting1,gd_mt1_st61,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st62,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st63,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st64,stage1,0,0,1,0,0,0,1,0,0
guangdong,gd_meeting1,gd_mt1_st65,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting1,gd_mt1_st66,stage1,1,0,0,0,1,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st1,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st2,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st3,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st4,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st5,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st6,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st7,stage1,1,0,0,0,0,0,1,1,1
guangdong,gd_meeting2,gd_mt2_st8,stage1,0,0,0,0,0,1,1,1,0
guangdong,gd_meeting2,gd_mt2_st9,stage1,0,1,1,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st10,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st11,stage1,0,1,0,0,1,1,1,0,0
guangdong,gd_meeting2,gd_mt2_st12,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st13,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st14,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st15,stage1,0,0,0,0,0,1,1,0,1
guangdong,gd_meeting2,gd_mt2_st16,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st17,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st18,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st19,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st20,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st21,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st22,stage1,0,0,0,1,1,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st23,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st24,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st25,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st26,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st27,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st28,stage1,1,0,1,1,0,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st29,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st30,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st31,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st32,stage1,0,0,1,1,0,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st33,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st34,stage1,0,0,0,0,0,1,0,1,1
guangdong,gd_meeting2,gd_mt2_st35,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st36,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st37,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting2,gd_mt2_st38,stage1,0,0,0,0,0,1,0,1,1
guangdong,gd_meeting2,gd_mt2_st39,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st40,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st41,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st42,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st43,stage1,1,0,0,0,1,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st44,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st45,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st46,stage1,1,0,0,0,0,1,0,1,1
guangdong,gd_meeting2,gd_mt2_st47,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st48,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st49,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st50,stage1,1,1,0,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st51,stage1,0,1,0,0,0,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st52,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st53,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st54,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st55,stage1,0,0,0,0,1,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st56,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st57,stage1,0,0,1,0,0,1,0,1,0
guangdong,gd_meeting2,gd_mt2_st58,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st59,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st60,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st61,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st62,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st63,stage1,0,1,0,1,0,1,0,0,1
guangdong,gd_meeting2,gd_mt2_st64,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st65,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st66,stage1,0,0,0,0,1,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st67,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st68,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st69,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st70,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st71,stage1,0,1,0,0,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st72,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st73,stage1,0,0,0,0,0,0,1,1,1
guangdong,gd_meeting2,gd_mt2_st74,stage1,0,0,0,0,0,1,0,1,0
guangdong,gd_meeting2,gd_mt2_st75,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st76,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st77,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st78,stage1,1,1,0,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st79,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st80,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st81,stage1,1,0,0,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st82,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st83,stage1,0,1,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st84,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st85,stage1,1,1,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st86,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st87,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st88,stage1,1,0,0,0,1,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st89,stage1,0,0,0,0,0,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st90,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st91,stage1,0,0,0,0,0,1,1,1,0
guangdong,gd_meeting2,gd_mt2_st92,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st93,stage1,0,0,0,0,0,1,0,0,1
guangdong,gd_meeting2,gd_mt2_st94,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st95,stage1,0,1,0,1,1,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st96,stage1,0,0,0,0,0,1,0,0,1
guangdong,gd_meeting2,gd_mt2_st97,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st98,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st99,stage1,0,0,0,1,0,0,1,0,1
guangdong,gd_meeting2,gd_mt2_st100,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting2,gd_mt2_st101,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st102,stage1,1,0,1,0,0,0,0,1,1
guangdong,gd_meeting2,gd_mt2_st103,stage1,0,0,0,0,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st104,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st105,stage1,0,0,1,0,1,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st106,stage1,1,0,0,1,0,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st107,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st108,stage1,0,0,0,0,0,1,1,1,0
guangdong,gd_meeting2,gd_mt2_st109,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st110,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st111,stage1,1,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st112,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st113,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st114,stage1,0,1,0,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st115,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st116,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st117,stage1,0,0,0,0,0,1,1,0,1
guangdong,gd_meeting2,gd_mt2_st118,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st119,stage1,0,0,0,0,0,0,1,0,1
guangdong,gd_meeting2,gd_mt2_st120,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st121,stage1,0,0,0,1,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st122,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st123,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st124,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st125,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st126,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st127,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st128,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st129,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st130,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st131,stage1,0,0,0,0,0,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st132,stage1,1,0,1,1,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st133,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st134,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st135,stage1,0,0,0,0,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st136,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st137,stage1,0,0,1,0,0,1,1,1,0
guangdong,gd_meeting2,gd_mt2_st138,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st139,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st140,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st141,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st142,stage1,0,1,1,0,0,1,1,0,0
guangdong,gd_meeting2,gd_mt2_st143,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st144,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st145,stage1,1,0,0,0,1,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st146,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st147,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st148,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st149,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st150,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st151,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st152,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st153,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st154,stage1,0,0,0,0,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st155,stage1,0,0,0,0,0,1,1,1,0
guangdong,gd_meeting2,gd_mt2_st156,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st157,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st158,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st159,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st160,stage1,0,0,0,0,0,0,0,0,1
guangdong,gd_meeting2,gd_mt2_st161,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st162,stage1,0,0,0,1,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st163,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st164,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st165,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st166,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st167,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st168,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st169,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st170,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st171,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st172,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st173,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st174,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st175,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st176,stage1,0,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st177,stage1,0,0,0,0,0,1,0,0,1
guangdong,gd_meeting2,gd_mt2_st178,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st179,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st180,stage1,0,0,0,0,0,1,1,0,1
guangdong,gd_meeting2,gd_mt2_st181,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st182,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st183,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st184,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st185,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st186,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting2,gd_mt2_st187,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st188,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st189,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st190,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st191,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st192,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st193,stage1,0,1,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st194,stage1,1,0,1,0,1,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st195,stage1,1,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st196,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st197,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st198,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st199,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st200,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st201,stage1,0,0,0,0,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st202,stage1,0,0,0,0,0,1,1,0,0
guangdong,gd_meeting2,gd_mt2_st203,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st204,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st205,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st206,stage1,0,0,0,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st207,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting2,gd_mt2_st208,stage1,0,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st209,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting2,gd_mt2_st210,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st211,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st212,stage1,0,0,0,1,1,1,0,1,0
guangdong,gd_meeting2,gd_mt2_st213,stage1,0,0,0,0,1,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st214,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st215,stage1,0,1,1,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st216,stage1,0,0,0,0,0,1,0,1,1
guangdong,gd_meeting2,gd_mt2_st217,stage1,0,0,0,0,0,1,0,1,0
guangdong,gd_meeting2,gd_mt2_st218,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st219,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st220,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st221,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st222,stage1,0,1,0,1,0,1,1,0,0
guangdong,gd_meeting2,gd_mt2_st223,stage1,0,1,0,1,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st224,stage1,0,0,0,0,0,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st225,stage1,1,0,1,1,0,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st226,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st227,stage1,1,0,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st228,stage1,0,0,0,1,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st229,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st230,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st231,stage1,0,0,1,0,0,0,1,1,0
guangdong,gd_meeting2,gd_mt2_st232,stage1,0,1,0,0,0,1,0,0,1
guangdong,gd_meeting2,gd_mt2_st233,stage1,0,0,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st234,stage1,1,0,0,1,0,0,0,1,1
guangdong,gd_meeting2,gd_mt2_st235,stage1,1,1,1,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st236,stage1,0,0,0,1,0,0,1,0,0
guangdong,gd_meeting2,gd_mt2_st237,stage1,0,0,0,0,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st238,stage1,0,0,0,0,0,1,1,1,1
guangdong,gd_meeting2,gd_mt2_st239,stage1,0,0,0,0,0,0,0,1,0
guangdong,gd_meeting2,gd_mt2_st240,stage1,1,1,0,0,0,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st241,stage1,0,0,0,1,1,0,0,0,0
guangdong,gd_meeting2,gd_mt2_st242,stage1,0,0,1,0,0,1,0,1,0
guangdong,gd_meeting2,gd_mt2_st243,stage1,1,0,1,0,0,1,0,0,0
guangdong,gd_meeting2,gd_mt2_st244,stage1,0,0,0,0,1,0,1,0,0
